diagnosis_id,icd9_code,disease_name,short_name,disease_group
634,903,Injury to blood vessels of upper extremity,Injury arm vessel NOS,Injury & Poisoning
635,904,Injury to blood vessels of lower extremity and unspecified sites,Injury leg vessel NOS,Injury & Poisoning
636,906,Late effects of injuries to skin and subcutaneous tissues,Late eff superficial inj,Injury & Poisoning
637,911,Superficial injury of trunk,Superfic inj trunk NEC,Injury & Poisoning
638,913,Superficial injury of elbow forearm and wrist,Superf inj forearm NEC,Injury & Poisoning
639,914,Superficial injury of hand(s) except finger(s) alone,Superficial inj hand NEC,Injury & Poisoning
640,915,Superficial injury of finger(s),Suprf inj finger NEC,Injury & Poisoning
641,916,Superficial injury of hip thigh leg and ankle,Superf inj leg NEC-infect,Injury & Poisoning
642,917,Superficial injury of foot and toe(s),Superf inj foot/toe NEC,Injury & Poisoning
643,919,Superficial injury of other multiple and unspecified sites,Superficial injury NEC,Injury & Poisoning
644,920,Contusion of face scalp and neck except eye(s),Contusion face/scalp/nck,Injury & Poisoning
645,921,Contusion of eye and adnexa,Contusion of eye NOS,Injury & Poisoning
646,922,Contusion of trunk,Contusion trunk NOS,Injury & Poisoning
647,923,Contusion of upper limb,Contusion upper limb NOS,Injury & Poisoning
648,924,Contusion of lower limb and of other and unspecified sites,Contusion leg NOS,Injury & Poisoning
649,928,Crushing injury of lower limb,Crushing injury leg NOS,Injury & Poisoning
650,933,Foreign body in pharynx and larynx,Foreign body in pharynx,Injury & Poisoning
651,934,Foreign body in trachea bronchus and lung,FB respiratory tree NOS,Injury & Poisoning
652,935,Foreign body in mouth esophagus and stomach,Foreign body GI NOS,Injury & Poisoning
653,936,Foreign body in intestine and colon,FB in intestine & colon,Injury & Poisoning
654,939,Foreign body in genitourinary tract,Foreign bdy gu tract NOS,Injury & Poisoning
655,94,Neurosyphilis,Neurosyphilis NOS,Infectious & Parasitic Diseases
656,941,Burn of face head and neck,Burn NOS head-unspec,Injury & Poisoning
657,942,Burn of trunk,Burn NOS trunk-unspec,Injury & Poisoning
658,944,Burn of wrist(s) and hand(s),Burn NOS hand-unspec,Injury & Poisoning
659,945,Burn of lower limb(s),Burn NOS leg-unspec,Injury & Poisoning
660,952,Spinal cord injury without evidence of spinal bone injury,Spinal cord injury NOS,Injury & Poisoning
661,955,Injury to peripheral nerve(s) of shoulder girdle and upper limb,Inj nerve shldr/arm NOS,Injury & Poisoning
662,957,Injury to other and unspecified nerves,Injury to nerve NOS,Injury & Poisoning
663,958,Certain early complications of trauma,Early complic trauma NEC,Injury & Poisoning
664,959,Injury other and unspecified,Injury-site NOS,Injury & Poisoning
665,962,Poisoning by hormones and synthetic substitutes,Poisoning hormon NEC/NOS,Injury & Poisoning
666,963,Poisoning by primarily systemic agents,Poisoning-system agt NOS,Injury & Poisoning
667,964,Poisoning by agents primarily affecting blood constituents,Poisoning-blood agt NOS,Injury & Poisoning
668,965,Poisoning by analgesics antipyretics and antirheumatics,Pois-analges/antipyr NOS,Injury & Poisoning
669,966,Poisoning by anticonvulsants and anti-parkinsonism drugs,Pois-anticonvul NEC/NOS,Injury & Poisoning
670,967,Poisoning by sedatives and hypnotics,Pois-sedative/hypnot NOS,Injury & Poisoning
671,968,Poisoning by other central nervous system depressants and anesthetics,Pois-gen anesth NEC/NOS,Injury & Poisoning
672,969,Poisoning by psychotropic agents,Poison-psychotropic NOS,Injury & Poisoning
673,97,Other and unspecified syphilis,Syphilis NOS,Infectious & Parasitic Diseases
674,970,Poisoning by central nervous system stimulants,Pois-cns stimulant NOS,Injury & Poisoning
675,971,Poisoning by drugs primarily affecting the autonomic nervous system,Pois-autonomic agent NOS,Injury & Poisoning
676,972,Poisoning by agents primarily affecting the cardiovascular system,Pois-cardiovasc agt NOS,Injury & Poisoning
677,973,Poisoning by agents primarily affecting the gastrointestinal system,Poisoning-gi agent NOS,Injury & Poisoning
678,974,Poisoning by water mineral and uric acid metabolism drugs,Pois-uric acid metabol,Injury & Poisoning
679,975,Poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system,Pois-respir drug NEC/NOS,Injury & Poisoning
680,976,Poisoning by agents primarily affecting skin and mucous membrane ophthalmological otorhinolaryngological and dental drugs,Pois-skin/membr agnt NOS,Injury & Poisoning
681,977,Poisoning by other and unspecified drugs and medicinal substances,Poison-medicinal agt NOS,Injury & Poisoning
682,98,Gonococcal infections,Gonococcal inf site NEC,Infectious & Parasitic Diseases
683,980,Toxic effect of alcohol,Toxic effect alcohol NOS,Injury & Poisoning
684,982,Toxic effect of solvents other than petroleum-based,Toxic eff nonpetrol solv,Injury & Poisoning
685,983,Toxic effect of corrosive aromatics acids and caustic alkalis,Toxic effect caustic NOS,Injury & Poisoning
686,986,Toxic effect of carbon monoxide,Tox eff carbon monoxide,Injury & Poisoning
687,987,Toxic effect of other gases fumes or vapors,Toxic eff gas/vapor NOS,Injury & Poisoning
688,988,Toxic effect of noxious substances eaten as food,Tox eff noxious food NOS,Injury & Poisoning
689,989,Toxic effect of other substances chiefly nonmedicinal as to source,Tox eff nonmed subst NOS,Injury & Poisoning
690,990,Effects of radiation unspecified,Effects radiation NOS,Injury & Poisoning
691,991,Effects of reduced temperature,Effect reduced temp NOS,Injury & Poisoning
692,992,Effects of heat and light,Heat effect NOS,Injury & Poisoning
693,994,Effects of other external causes,Effect external caus NEC,Injury & Poisoning
694,995,Certain adverse effects not elsewhere classified,Adverse effect NEC,Injury & Poisoning
695,996,Complications peculiar to certain specified procedures,Comp-unsp device/graft,Injury & Poisoning
696,997,Complications affecting specified body system not elsewhere classified,Surg comp-body syst NEC,Injury & Poisoning
697,998,Other complications of procedures not elsewhere classified,Surgical complicat NOS,Injury & Poisoning
698,999,Complications of medical care not elsewhere classified,Complic med care NEC/NOS,Injury & Poisoning
699,E909,Accident due to cataclysmic earth surface movements and eruptions,Acc d/t eruptions NOS,Supplementary Classification of External Causes of Injury and Posoning
700,V07,Need for isolation and other prophylactic measures,Prophylactic isolation,Supplementary Classification of Factors Influencing Health Status and Contact With Health Services
701,V25,Encounter for contraceptive management,Contraceptive mangmt NOS,Supplementary Classification of Factors Influencing Health Status and Contact With Health Services
702,V26,Procreative management,Procreative mangmt NOS,Supplementary Classification of Factors Influencing Health Status and Contact With Health Services
703,V43,Organ or tissue replaced by other means,Organ/tiss replacmnt NEC,Supplementary Classification of Factors Influencing Health Status and Contact With Health Services
704,V45,Other postprocedural states,Post-proc states NEC,Supplementary Classification of Factors Influencing Health Status and Contact With Health Services
705,V51,Aftercare involving the use of plastic surgery,Aftercre plastc surg NEC,Supplementary Classification of Factors Influencing Health Status and Contact With Health Services
706,V53,Fitting and adjustment of other device,Fit/adjust device NEC,Supplementary Classification of Factors Influencing Health Status and Contact With Health Services
707,V54,Other orthopedic aftercare,Orthopedic aftercare NEC,Supplementary Classification of Factors Influencing Health Status and Contact With Health Services
708,V55,Attention to artificial openings,Attn to artif open NEC,Supplementary Classification of Factors Influencing Health Status and Contact With Health Services
709,V56,Encounter for dialysis and dialysis catheter care,Dialysis encounter NEC,Supplementary Classification of Factors Influencing Health Status and Contact With Health Services
710,V57,Care involving use of rehabilitation procedures,Rehabilitation proc NEC,Supplementary Classification of Factors Influencing Health Status and Contact With Health Services
711,V58,Encounter for other and unspecified procedures and aftercare,Aftercare NOS,Supplementary Classification of Factors Influencing Health Status and Contact With Health Services
712,V60,Housing household and economic circumstances,Housing/econo circum NEC,Supplementary Classification of Factors Influencing Health Status and Contact With Health Services
713,V63,Unavailability of other medical facilities for care,No med facilities NEC,Supplementary Classification of Factors Influencing Health Status and Contact With Health Services
714,V66,Convalescence and palliative care,Convalescence NEC,Supplementary Classification of Factors Influencing Health Status and Contact With Health Services
715,V67,Follow-up examination,Follow-up exam NEC,Supplementary Classification of Factors Influencing Health Status and Contact With Health Services
716,V70,General medical examination,General medical exam NEC,Supplementary Classification of Factors Influencing Health Status and Contact With Health Services
717,V71,Observation and evaluation for suspected conditions not found,Observ-suspect cond NOS,Supplementary Classification of Factors Influencing Health Status and Contact With Health Services
